GROWTH_PLATFORM_NM,SVC_LINE_NM,PRACTICE_NM,SVC_AREA_NM,CAPACITY_GROUP_NM,JRS_NM,NEW_GROWTH_PLATFORM_NM,NEW_SVC_LINE_NM,NEW_PRACTICE_NM,ECONOMIC_MODEL_NM,NEW_SVC_AREA_NM,NEW_JRS_NM,PRACTICE_TYPE_NM,JRS_ACTION,COMMENTS
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Experience Consultant-Search Engine Optimization,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Experience Consultant-Customer & Experience Transformation,Merge,deletion/migration,migrating to a new JR/S
,,,,,Experience Consultant-Customer & Experience Transformation,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Experience Consultant-Customer & Experience Transformation,Merge,add,net new JR/S - BAU Taxonomy process pending to potentially implement change.
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Experience Consultant-UX,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Experience Consultant-Customer & Experience Transformation,Merge,deletion/migration,migrating to a new JR/S
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Project Manager-iX,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Project Manager-Customer & Experience Transformation,Merge,change,specialty change from 'iX' to 'Digital & Experience'
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-Content Design,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,no change,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-Design Research,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,no change,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-Industrial Design,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Designer-Visual Design,Merge,deletion/migration,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-Service Design,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,no change,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-User Experience Design,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Designer-UX Design,Merge,deletion/migration,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - GTM,Business Sales & Delivery Executive-Digital Strategy & iX,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Business Sales & Delivery Executive-Customer & Experience Transformation,Merge,change,"also requesting a Job Role change to 'Sales, Delivery & Account Leader' which does not exist; changed specialty again 3/22/2021"
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - GTM,Solution Representative-Digital Strategy & iX,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Solution Representative-Customer & Experience Transformation,Merge,change,"also requesting a Job Role change to 'Sales, Delivery & Account Leader' which does not exist"
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX  -  eCommerce Project Management,Project Manager-Digital Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,,Rename,no change,
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Adobe Commerce,Application Architect-Adobe Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,,Rename,no change,
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Adobe Commerce,Application Developer-Adobe Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,,Rename,no change,
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Adobe Commerce,Package Consultant-Adobe Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,,Rename,no change,
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Contact Center SC&CP,Application Architect-Contact Center,Business Transformation Services,Customer Transformation,Customer Strategy & Process,Strategy & Consulting,Contact Center,,New,no change,moving JR/S from Digital Commerce to Customer Strategy & Process
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Contact Center SC&CP,Application Developer-Contact Center,Business Transformation Services,Customer Transformation,Customer Strategy & Process,Strategy & Consulting,Contact Center,,New,no change,moving JR/S from Digital Commerce to Customer Strategy & Process
,,,,,Package Consultant-Billing & Digital Subscription,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,Package Consultant-Billing & Digital Subscription,Rename,add,net new JR/S
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Contact Center SC&CP,Package Consultant-Comms Billing,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,Package Consultant-Billing & Digital Subscription,Rename,deletion/migration,migrating to a new JR/S
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Contact Center SC&CP,Project Manager-Client Service Center Administration,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,change,moving JR/S from Digital Commerce to Experience Design & Mobile
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Contact Center SC&CP,Project Manager-Contact Center,Business Transformation Services,Customer Transformation,Customer Strategy & Process,Strategy & Consulting,Contact Center,,New,change,moving JR/S from Digital Commerce to Customer Strategy & Process
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Order Management,Application Architect-Order Management,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,Application Architect-Sterling Order Management,Rename,change,specialty change from 'Order Management' to 'Sterling Order Management'
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Order Management,Application Developer-Order Management,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,Application Developer-Sterling Order Management,Rename,change,specialty change from 'Order Management' to 'Sterling Order Management'
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - Digital Commerce Order Management,Package Consultant-Sterling,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,Package Consultant-Sterling Order Management,Rename,change,specialty change from 'Sterling' to 'Sterling Order Management'
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - eCommerce,Application Architect-Digital Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,,Rename,no change,
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - eCommerce,Application Developer-eCommerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,Application Developer-Digital Commerce,Rename,change,specialty change from 'eCommerce' to 'Digital Commerce'
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - eCommerce,Business Sales & Delivery Executive-Digital Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,,Rename,no change,"requesting a Job Role change to 'Sales, Delivery & Account Leader' which does not exist"
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - eCommerce,Business Transformation Consultant-Digital Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,,Rename,no change,
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Digital Commerce X2,DXX - eCommerce,Package Consultant-eCommerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,Commerce,Package Consultant-Digital Commerce,Rename,change,specialty change from 'eCommerce' to 'Digital Commerce'
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Hybris Platforms SH,DXX - Hybris Platforms,Application Architect-C/4 HANA,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,SAP CX,Application Architect-SAP Commerce,Rename,change,change specialty from 'C/4 HANA' to 'SAP Commerce'
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Hybris Platforms SH,DXX - Hybris Platforms,Application Developer-C/4 HANA,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,SAP CX,Application Developer-SAP Commerce,Rename,change,change specialty from 'C/4 HANA' to 'SAP Commerce'
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Hybris Platforms SH,DXX - Hybris Platforms,Package Consultant-C/4 HANA Commerce,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,SAP CX,Package Consultant-SAP Commerce,Rename,change,requesting to change specialty from 'C/4 HANA' to Digital Commerce
Enterprise Strategy & iX,iX,Digital Commerce,DXX-Hybris Platforms SH,DXX - Hybris Platforms,Package Consultant-C/4 HANA Marketing,Business Transformation Services,Customer Transformation,SAP CX & Commerce,Techology & SI,SAP CX,Package Consultant-SAP Marketing,Rename,change,change specialty from 'C/4 HANA' to 'SAP Marketing'
Enterprise Strategy & iX,iX,Marketing Platforms,DXX-Marketing Platforms X5,DXX - eCommerce,Application Architect-Digital Marketing,Business Transformation Services,Customer Transformation,Adobe,Techology & SI,Marketing Platforms,,Rename,no change,
Enterprise Strategy & iX,iX,Marketing Platforms,DXX-Marketing Platforms X5,DXX - eCommerce,Project Manager-Digital Marketing,Business Transformation Services,Customer Transformation,Adobe,Techology & SI,Marketing Platforms,,Rename,no change,
